timestamp,equipment_tag,sensor_tag,value,measurement_type,unit,label,is_anomaly
2025-01-01T00:01:30,C-201,VT-201DE,3.2652,vibration,mm/s,pre_failure,1
2025-01-01T00:01:30,C-201,VT-201NDE,2.2861,vibration,mm/s,pre_failure,1
2025-01-01T00:01:30,C-201,ST-201,11352.7215,speed,RPM,pre_failure,1
2025-01-01T00:01:30,C-201,TT-201B1,118.0218,temperature,°C,pre_failure,1
2025-01-01T00:01:30,C-201,TT-201B2,116.837,temperature,°C,pre_failure,1
2025-01-01T00:01:30,C-201,YT-201AX,42.233,displacement,μm,pre_failure,1
2025-01-01T00:01:30,C-201,YT-201AY,43.9109,displacement,μm,pre_failure,1
2025-01-01T00:01:30,C-201,FT-201,22048.7211,flow,m³/h,pre_failure,1
2025-01-01T00:01:30,C-201,IT-201,232.1651,current,A,pre_failure,1
2025-01-01T00:02:00,C-201,PT-201S,7.7101,pressure,barg,pre_failure,1
2025-01-01T00:02:00,C-201,PT-201D,7.9138,pressure,barg,pre_failure,1
2025-01-01T00:02:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:02:00,C-201,TT-201D,105.8711,temperature,°C,pre_failure,1
2025-01-01T00:02:00,C-201,VT-201DE,3.0987,vibration,mm/s,pre_failure,1
2025-01-01T00:02:00,C-201,VT-201NDE,2.4208,vibration,mm/s,pre_failure,1
2025-01-01T00:02:00,C-201,ST-201,11447.3591,speed,RPM,pre_failure,1
2025-01-01T00:02:00,C-201,TT-201B1,117.3257,temperature,°C,pre_failure,1
2025-01-01T00:02:00,C-201,TT-201B2,121.7444,temperature,°C,pre_failure,1
2025-01-01T00:02:00,C-201,YT-201AX,40.7318,displacement,μm,pre_failure,1
2025-01-01T00:02:00,C-201,YT-201AY,46.1891,displacement,μm,pre_failure,1
2025-01-01T00:02:00,C-201,FT-201,21593.7878,flow,m³/h,pre_failure,1
2025-01-01T00:02:00,C-201,IT-201,228.2778,current,A,pre_failure,1
2025-01-01T00:02:30,C-201,PT-201S,7.2307,pressure,barg,pre_failure,1
2025-01-01T00:02:30,C-201,PT-201D,6.1519,pressure,barg,pre_failure,1
2025-01-01T00:02:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:02:30,C-201,TT-201D,92.7004,temperature,°C,pre_failure,1
2025-01-01T00:02:30,C-201,VT-201DE,3.1495,vibration,mm/s,pre_failure,1
2025-01-01T00:02:30,C-201,VT-201NDE,2.686,vibration,mm/s,pre_failure,1
2025-01-01T00:02:30,C-201,ST-201,11572.308,speed,RPM,pre_failure,1
2025-01-01T00:02:30,C-201,TT-201B1,121.8304,temperature,°C,pre_failure,1
2025-01-01T00:02:30,C-201,TT-201B2,121.5153,temperature,°C,pre_failure,1
2025-01-01T00:02:30,C-201,YT-201AX,44.6431,displacement,μm,pre_failure,1
2025-01-01T00:02:30,C-201,YT-201AY,42.2148,displacement,μm,pre_failure,1
2025-01-01T00:02:30,C-201,FT-201,22790.3577,flow,m³/h,pre_failure,1
2025-01-01T00:02:30,C-201,IT-201,233.3763,current,A,pre_failure,1
2025-01-01T00:03:00,C-201,PT-201S,7.8057,pressure,barg,pre_failure,1
2025-01-01T00:03:00,C-201,PT-201D,7.2531,pressure,barg,pre_failure,1
2025-01-01T00:03:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:03:00,C-201,TT-201D,97.8154,temperature,°C,pre_failure,1
2025-01-01T00:03:00,C-201,VT-201DE,3.0928,vibration,mm/s,pre_failure,1
2025-01-01T00:03:00,C-201,VT-201NDE,2.7256,vibration,mm/s,pre_failure,1
2025-01-01T00:03:00,C-201,ST-201,11433.0195,speed,RPM,pre_failure,1
2025-01-01T00:03:00,C-201,TT-201B1,117.1516,temperature,°C,pre_failure,1
2025-01-01T00:03:00,C-201,TT-201B2,120.0593,temperature,°C,pre_failure,1
2025-01-01T00:03:00,C-201,YT-201AX,41.6552,displacement,μm,pre_failure,1
2025-01-01T00:03:00,C-201,YT-201AY,42.5091,displacement,μm,pre_failure,1
2025-01-01T00:03:00,C-201,FT-201,22235.1938,flow,m³/h,pre_failure,1
2025-01-01T00:03:00,C-201,IT-201,239.7657,current,A,pre_failure,1
2025-01-01T00:03:30,C-201,PT-201S,7.5934,pressure,barg,pre_failure,1
2025-01-01T00:03:30,C-201,PT-201D,7.3775,pressure,barg,pre_failure,1
2025-01-01T00:03:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:03:30,C-201,TT-201D,102.9322,temperature,°C,pre_failure,1
2025-01-01T00:03:30,C-201,VT-201DE,2.9786,vibration,mm/s,pre_failure,1
2025-01-01T00:03:30,C-201,VT-201NDE,2.348,vibration,mm/s,pre_failure,1
2025-01-01T00:03:30,C-201,ST-201,11149.7799,speed,RPM,pre_failure,1
2025-01-01T00:03:30,C-201,TT-201B1,118.6967,temperature,°C,pre_failure,1
2025-01-01T00:03:30,C-201,TT-201B2,118.4292,temperature,°C,pre_failure,1
2025-01-01T00:03:30,C-201,YT-201AX,41.7292,displacement,μm,pre_failure,1
2025-01-01T00:03:30,C-201,YT-201AY,40.1991,displacement,μm,pre_failure,1
2025-01-01T00:03:30,C-201,FT-201,22760.7844,flow,m³/h,pre_failure,1
2025-01-01T00:03:30,C-201,IT-201,239.6282,current,A,pre_failure,1
2025-01-01T00:04:00,C-201,PT-201S,7.4562,pressure,barg,pre_failure,1
2025-01-01T00:04:00,C-201,PT-201D,7.5098,pressure,barg,pre_failure,1
2025-01-01T00:04:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:04:00,C-201,TT-201D,105.3353,temperature,°C,pre_failure,1
2025-01-01T00:04:00,C-201,VT-201DE,3.2425,vibration,mm/s,pre_failure,1
2025-01-01T00:04:00,C-201,VT-201NDE,2.5324,vibration,mm/s,pre_failure,1
2025-01-01T00:04:00,C-201,ST-201,11278.5673,speed,RPM,pre_failure,1
2025-01-01T00:04:00,C-201,TT-201B1,120.0397,temperature,°C,pre_failure,1
2025-01-01T00:04:00,C-201,TT-201B2,118.2256,temperature,°C,pre_failure,1
2025-01-01T00:04:00,C-201,YT-201AX,41.0562,displacement,μm,pre_failure,1
2025-01-01T00:04:00,C-201,YT-201AY,47.3295,displacement,μm,pre_failure,1
2025-01-01T00:04:00,C-201,FT-201,21942.8129,flow,m³/h,pre_failure,1
2025-01-01T00:04:00,C-201,IT-201,235.1782,current,A,pre_failure,1
2025-01-01T00:04:30,C-201,PT-201S,7.3649,pressure,barg,pre_failure,1
2025-01-01T00:04:30,C-201,PT-201D,6.8064,pressure,barg,pre_failure,1
2025-01-01T00:04:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:04:30,C-201,TT-201D,99.1731,temperature,°C,pre_failure,1
2025-01-01T00:04:30,C-201,VT-201DE,3.1174,vibration,mm/s,pre_failure,1
2025-01-01T00:04:30,C-201,VT-201NDE,3.9904,vibration,mm/s,pre_failure,1
2025-01-01T00:04:30,C-201,ST-201,11493.4615,speed,RPM,pre_failure,1
2025-01-01T00:04:30,C-201,TT-201B1,119.8701,temperature,°C,pre_failure,1
2025-01-01T00:04:30,C-201,TT-201B2,118.8861,temperature,°C,pre_failure,1
2025-01-01T00:04:30,C-201,YT-201AX,41.888,displacement,μm,pre_failure,1
2025-01-01T00:04:30,C-201,YT-201AY,48.5713,displacement,μm,pre_failure,1
2025-01-01T00:04:30,C-201,FT-201,19548.9436,flow,m³/h,pre_failure,1
2025-01-01T00:04:30,C-201,IT-201,249.9979,current,A,pre_failure,1
2025-01-01T00:05:00,C-201,PT-201S,7.2792,pressure,barg,pre_failure,1
2025-01-01T00:05:00,C-201,PT-201D,7.2575,pressure,barg,pre_failure,1
2025-01-01T00:05:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:05:00,C-201,TT-201D,103.8615,temperature,°C,pre_failure,1
2025-01-01T00:05:00,C-201,VT-201DE,3.1611,vibration,mm/s,pre_failure,1
2025-01-01T00:05:00,C-201,VT-201NDE,2.216,vibration,mm/s,pre_failure,1
2025-01-01T00:05:00,C-201,ST-201,11416.6709,speed,RPM,pre_failure,1
2025-01-01T00:05:00,C-201,TT-201B1,121.6756,temperature,°C,pre_failure,1
2025-01-01T00:05:00,C-201,TT-201B2,117.3795,temperature,°C,pre_failure,1
2025-01-01T00:05:00,C-201,YT-201AX,43.3779,displacement,μm,pre_failure,1
2025-01-01T00:05:00,C-201,YT-201AY,43.1673,displacement,μm,pre_failure,1
2025-01-01T00:05:00,C-201,FT-201,22452.7682,flow,m³/h,pre_failure,1
2025-01-01T00:05:00,C-201,IT-201,241.6213,current,A,pre_failure,1
2025-01-01T00:05:30,C-201,PT-201S,8.3198,pressure,barg,pre_failure,1
2025-01-01T00:05:30,C-201,PT-201D,6.5597,pressure,barg,pre_failure,1
2025-01-01T00:05:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:05:30,C-201,TT-201D,88.0633,temperature,°C,pre_failure,1
2025-01-01T00:05:30,C-201,VT-201DE,3.1173,vibration,mm/s,pre_failure,1
2025-01-01T00:05:30,C-201,VT-201NDE,2.6028,vibration,mm/s,pre_failure,1
2025-01-01T00:05:30,C-201,ST-201,11493.2032,speed,RPM,pre_failure,1
2025-01-01T00:05:30,C-201,TT-201B1,120.6432,temperature,°C,pre_failure,1
2025-01-01T00:05:30,C-201,TT-201B2,120.2147,temperature,°C,pre_failure,1
2025-01-01T00:05:30,C-201,YT-201AX,42.5685,displacement,μm,pre_failure,1
2025-01-01T00:05:30,C-201,YT-201AY,43.0145,displacement,μm,pre_failure,1
2025-01-01T00:05:30,C-201,FT-201,21788.4133,flow,m³/h,pre_failure,1
2025-01-01T00:05:30,C-201,IT-201,231.843,current,A,pre_failure,1
2025-01-01T00:06:00,C-201,PT-201S,7.9251,pressure,barg,pre_failure,1
2025-01-01T00:06:00,C-201,PT-201D,8.5727,pressure,barg,pre_failure,1
2025-01-01T00:06:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:06:00,C-201,TT-201D,111.312,temperature,°C,pre_failure,1
2025-01-01T00:06:00,C-201,VT-201DE,3.3228,vibration,mm/s,pre_failure,1
2025-01-01T00:06:00,C-201,VT-201NDE,2.0212,vibration,mm/s,pre_failure,1
2025-01-01T00:06:00,C-201,ST-201,11283.6476,speed,RPM,pre_failure,1
2025-01-01T00:06:00,C-201,TT-201B1,117.9353,temperature,°C,pre_failure,1
2025-01-01T00:06:00,C-201,TT-201B2,117.2704,temperature,°C,pre_failure,1
2025-01-01T00:06:00,C-201,YT-201AX,44.8161,displacement,μm,pre_failure,1
2025-01-01T00:06:00,C-201,YT-201AY,42.8646,displacement,μm,pre_failure,1
2025-01-01T00:06:00,C-201,FT-201,18894.448,flow,m³/h,pre_failure,1
2025-01-01T00:06:00,C-201,IT-201,253.6519,current,A,pre_failure,1
2025-01-01T00:06:30,C-201,PT-201S,7.5109,pressure,barg,pre_failure,1
2025-01-01T00:06:30,C-201,PT-201D,7.9012,pressure,barg,pre_failure,1
2025-01-01T00:06:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:06:30,C-201,TT-201D,108.8796,temperature,°C,pre_failure,1
2025-01-01T00:06:30,C-201,VT-201DE,3.0029,vibration,mm/s,pre_failure,1
2025-01-01T00:06:30,C-201,VT-201NDE,2.8318,vibration,mm/s,pre_failure,1
2025-01-01T00:06:30,C-201,ST-201,11210.2656,speed,RPM,pre_failure,1
2025-01-01T00:06:30,C-201,TT-201B1,119.345,temperature,°C,pre_failure,1
2025-01-01T00:06:30,C-201,TT-201B2,119.5267,temperature,°C,pre_failure,1
2025-01-01T00:06:30,C-201,YT-201AX,42.9214,displacement,μm,pre_failure,1
2025-01-01T00:06:30,C-201,YT-201AY,44.817,displacement,μm,pre_failure,1
2025-01-01T00:06:30,C-201,FT-201,21702.5085,flow,m³/h,pre_failure,1
2025-01-01T00:06:30,C-201,IT-201,233.8095,current,A,pre_failure,1
2025-01-01T00:07:00,C-201,PT-201S,7.7517,pressure,barg,pre_failure,1
2025-01-01T00:07:00,C-201,PT-201D,8.4783,pressure,barg,pre_failure,1
2025-01-01T00:07:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:07:00,C-201,TT-201D,112.4389,temperature,°C,pre_failure,1
2025-01-01T00:07:00,C-201,VT-201DE,3.0394,vibration,mm/s,pre_failure,1
2025-01-01T00:07:00,C-201,VT-201NDE,2.8477,vibration,mm/s,pre_failure,1
2025-01-01T00:07:00,C-201,ST-201,11301.0631,speed,RPM,pre_failure,1
2025-01-01T00:07:00,C-201,TT-201B1,119.2614,temperature,°C,pre_failure,1
2025-01-01T00:07:00,C-201,TT-201B2,118.5563,temperature,°C,pre_failure,1
2025-01-01T00:07:00,C-201,YT-201AX,46.0205,displacement,μm,pre_failure,1
2025-01-01T00:07:00,C-201,YT-201AY,44.0202,displacement,μm,pre_failure,1
2025-01-01T00:07:00,C-201,FT-201,22890.1023,flow,m³/h,pre_failure,1
2025-01-01T00:07:00,C-201,IT-201,243.0834,current,A,pre_failure,1
2025-01-01T00:07:30,C-201,PT-201S,7.8578,pressure,barg,pre_failure,1
2025-01-01T00:07:30,C-201,PT-201D,7.0658,pressure,barg,pre_failure,1
2025-01-01T00:07:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:07:30,C-201,TT-201D,96.6653,temperature,°C,pre_failure,1
2025-01-01T00:07:30,C-201,VT-201DE,3.089,vibration,mm/s,pre_failure,1
2025-01-01T00:07:30,C-201,VT-201NDE,2.8276,vibration,mm/s,pre_failure,1
2025-01-01T00:07:30,C-201,ST-201,11423.4984,speed,RPM,pre_failure,1
2025-01-01T00:07:30,C-201,TT-201B1,115.8545,temperature,°C,pre_failure,1
2025-01-01T00:07:30,C-201,TT-201B2,120.7417,temperature,°C,pre_failure,1
2025-01-01T00:07:30,C-201,YT-201AX,45.2965,displacement,μm,pre_failure,1
2025-01-01T00:07:30,C-201,YT-201AY,40.117,displacement,μm,pre_failure,1
2025-01-01T00:07:30,C-201,FT-201,22807.8988,flow,m³/h,pre_failure,1
2025-01-01T00:07:30,C-201,IT-201,238.9108,current,A,pre_failure,1
2025-01-01T00:08:00,C-201,PT-201S,6.6177,pressure,barg,pre_failure,1
2025-01-01T00:08:00,C-201,PT-201D,8.855,pressure,barg,pre_failure,1
2025-01-01T00:08:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:08:00,C-201,TT-201D,129.1009,temperature,°C,pre_failure,1
2025-01-01T00:08:00,C-201,VT-201DE,2.9812,vibration,mm/s,pre_failure,1
2025-01-01T00:08:00,C-201,VT-201NDE,2.551,vibration,mm/s,pre_failure,1
2025-01-01T00:08:00,C-201,ST-201,11156.2474,speed,RPM,pre_failure,1
2025-01-01T00:08:00,C-201,TT-201B1,119.6289,temperature,°C,pre_failure,1
2025-01-01T00:08:00,C-201,TT-201B2,117.4367,temperature,°C,pre_failure,1
2025-01-01T00:08:00,C-201,YT-201AX,39.4749,displacement,μm,pre_failure,1
2025-01-01T00:08:00,C-201,YT-201AY,45.9277,displacement,μm,pre_failure,1
2025-01-01T00:08:00,C-201,FT-201,23237.508,flow,m³/h,pre_failure,1
2025-01-01T00:08:00,C-201,IT-201,241.7517,current,A,pre_failure,1
2025-01-01T00:08:30,C-201,PT-201S,7.3353,pressure,barg,pre_failure,1
2025-01-01T00:08:30,C-201,PT-201D,8.2131,pressure,barg,pre_failure,1
2025-01-01T00:08:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:08:30,C-201,TT-201D,113.8351,temperature,°C,pre_failure,1
2025-01-01T00:08:30,C-201,VT-201DE,2.901,vibration,mm/s,pre_failure,1
2025-01-01T00:08:30,C-201,VT-201NDE,2.8924,vibration,mm/s,pre_failure,1
2025-01-01T00:08:30,C-201,ST-201,10955.1983,speed,RPM,pre_failure,1
2025-01-01T00:08:30,C-201,TT-201B1,115.4807,temperature,°C,pre_failure,1
2025-01-01T00:08:30,C-201,TT-201B2,118.8738,temperature,°C,pre_failure,1
2025-01-01T00:08:30,C-201,YT-201AX,44.5541,displacement,μm,pre_failure,1
2025-01-01T00:08:30,C-201,YT-201AY,44.5346,displacement,μm,pre_failure,1
2025-01-01T00:08:30,C-201,FT-201,22028.7302,flow,m³/h,pre_failure,1
2025-01-01T00:08:30,C-201,IT-201,247.3425,current,A,pre_failure,1
2025-01-01T00:09:00,C-201,PT-201S,7.6606,pressure,barg,pre_failure,1
2025-01-01T00:09:00,C-201,PT-201D,6.8215,pressure,barg,pre_failure,1
2025-01-01T00:09:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:09:00,C-201,TT-201D,94.5729,temperature,°C,pre_failure,1
2025-01-01T00:09:00,C-201,VT-201DE,3.0307,vibration,mm/s,pre_failure,1
2025-01-01T00:09:00,C-201,VT-201NDE,2.9725,vibration,mm/s,pre_failure,1
2025-01-01T00:09:00,C-201,ST-201,11279.2965,speed,RPM,pre_failure,1
2025-01-01T00:09:00,C-201,TT-201B1,118.0462,temperature,°C,pre_failure,1
2025-01-01T00:09:00,C-201,TT-201B2,120.7623,temperature,°C,pre_failure,1
2025-01-01T00:09:00,C-201,YT-201AX,41.5821,displacement,μm,pre_failure,1
2025-01-01T00:09:00,C-201,YT-201AY,44.1378,displacement,μm,pre_failure,1
2025-01-01T00:09:00,C-201,FT-201,23069.5326,flow,m³/h,pre_failure,1
2025-01-01T00:09:00,C-201,IT-201,236.8166,current,A,pre_failure,1
2025-01-01T00:09:30,C-201,PT-201S,7.2392,pressure,barg,pre_failure,1
2025-01-01T00:09:30,C-201,PT-201D,5.5655,pressure,barg,pre_failure,1
2025-01-01T00:09:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:09:30,C-201,TT-201D,85.4297,temperature,°C,pre_failure,1
2025-01-01T00:09:30,C-201,VT-201DE,3.156,vibration,mm/s,pre_failure,1
2025-01-01T00:09:30,C-201,VT-201NDE,3.4268,vibration,mm/s,pre_failure,1
2025-01-01T00:09:30,C-201,ST-201,11588.0918,speed,RPM,pre_failure,1
2025-01-01T00:09:30,C-201,TT-201B1,122.815,temperature,°C,pre_failure,1
2025-01-01T00:09:30,C-201,TT-201B2,117.8684,temperature,°C,pre_failure,1
2025-01-01T00:09:30,C-201,YT-201AX,45.9886,displacement,μm,pre_failure,1
2025-01-01T00:09:30,C-201,YT-201AY,40.9378,displacement,μm,pre_failure,1
2025-01-01T00:09:30,C-201,FT-201,22621.5845,flow,m³/h,pre_failure,1
2025-01-01T00:09:30,C-201,IT-201,233.8506,current,A,pre_failure,1
2025-01-01T00:10:00,C-201,PT-201S,7.4565,pressure,barg,pre_failure,1
2025-01-01T00:10:00,C-201,PT-201D,7.9884,pressure,barg,pre_failure,1
2025-01-01T00:10:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:10:00,C-201,TT-201D,110.6764,temperature,°C,pre_failure,1
2025-01-01T00:10:00,C-201,VT-201DE,3.1168,vibration,mm/s,pre_failure,1
2025-01-01T00:10:00,C-201,VT-201NDE,3.2157,vibration,mm/s,pre_failure,1
2025-01-01T00:10:00,C-201,ST-201,11492.0541,speed,RPM,pre_failure,1
2025-01-01T00:10:00,C-201,TT-201B1,119.7413,temperature,°C,pre_failure,1
2025-01-01T00:10:00,C-201,TT-201B2,117.8188,temperature,°C,pre_failure,1
2025-01-01T00:10:00,C-201,YT-201AX,47.1236,displacement,μm,pre_failure,1
2025-01-01T00:10:00,C-201,YT-201AY,44.4923,displacement,μm,pre_failure,1
2025-01-01T00:10:00,C-201,FT-201,21833.8353,flow,m³/h,pre_failure,1
2025-01-01T00:10:00,C-201,IT-201,232.8959,current,A,pre_failure,1
2025-01-01T00:10:30,C-201,PT-201S,7.5547,pressure,barg,pre_failure,1
2025-01-01T00:10:30,C-201,PT-201D,6.8128,pressure,barg,pre_failure,1
2025-01-01T00:10:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:10:30,C-201,TT-201D,95.8201,temperature,°C,pre_failure,1
2025-01-01T00:10:30,C-201,VT-201DE,3.2522,vibration,mm/s,pre_failure,1
2025-01-01T00:10:30,C-201,VT-201NDE,3.2357,vibration,mm/s,pre_failure,1
2025-01-01T00:10:30,C-201,ST-201,11103.1678,speed,RPM,pre_failure,1
2025-01-01T00:10:30,C-201,TT-201B1,123.3493,temperature,°C,pre_failure,1
2025-01-01T00:10:30,C-201,TT-201B2,118.6874,temperature,°C,pre_failure,1
2025-01-01T00:10:30,C-201,YT-201AX,41.937,displacement,μm,pre_failure,1
2025-01-01T00:10:30,C-201,YT-201AY,42.5672,displacement,μm,pre_failure,1
2025-01-01T00:10:30,C-201,FT-201,21825.8442,flow,m³/h,pre_failure,1
2025-01-01T00:10:30,C-201,IT-201,251.2825,current,A,pre_failure,1
2025-01-01T00:11:00,C-201,PT-201S,8.2947,pressure,barg,pre_failure,1
2025-01-01T00:11:00,C-201,PT-201D,7.8354,pressure,barg,pre_failure,1
2025-01-01T00:11:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:11:00,C-201,TT-201D,100.6759,temperature,°C,pre_failure,1
2025-01-01T00:11:00,C-201,VT-201DE,3.2112,vibration,mm/s,pre_failure,1
2025-01-01T00:11:00,C-201,VT-201NDE,3.1627,vibration,mm/s,pre_failure,1
2025-01-01T00:11:00,C-201,ST-201,11722.7818,speed,RPM,pre_failure,1
2025-01-01T00:11:00,C-201,TT-201B1,115.9045,temperature,°C,pre_failure,1
2025-01-01T00:11:00,C-201,TT-201B2,118.5177,temperature,°C,pre_failure,1
2025-01-01T00:11:00,C-201,YT-201AX,42.2852,displacement,μm,pre_failure,1
2025-01-01T00:11:00,C-201,YT-201AY,43.1053,displacement,μm,pre_failure,1
2025-01-01T00:11:00,C-201,FT-201,22523.1929,flow,m³/h,pre_failure,1
2025-01-01T00:11:00,C-201,IT-201,228.4086,current,A,pre_failure,1
2025-01-01T00:11:30,C-201,PT-201S,7.8888,pressure,barg,pre_failure,1
2025-01-01T00:11:30,C-201,PT-201D,6.9699,pressure,barg,pre_failure,1
2025-01-01T00:11:30,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:11:30,C-201,TT-201D,94.4738,temperature,°C,pre_failure,1
2025-01-01T00:11:30,C-201,VT-201DE,3.4069,vibration,mm/s,pre_failure,1
2025-01-01T00:11:30,C-201,VT-201NDE,3.0599,vibration,mm/s,pre_failure,1
2025-01-01T00:11:30,C-201,ST-201,11328.2224,speed,RPM,pre_failure,1
2025-01-01T00:11:30,C-201,TT-201B1,119.0513,temperature,°C,pre_failure,1
2025-01-01T00:11:30,C-201,TT-201B2,122.1508,temperature,°C,pre_failure,1
2025-01-01T00:11:30,C-201,YT-201AX,43.8899,displacement,μm,pre_failure,1
2025-01-01T00:11:30,C-201,YT-201AY,45.6199,displacement,μm,pre_failure,1
2025-01-01T00:11:30,C-201,FT-201,22533.052,flow,m³/h,pre_failure,1
2025-01-01T00:11:30,C-201,IT-201,221.221,current,A,pre_failure,1
2025-01-01T00:12:00,C-201,PT-201S,7.5851,pressure,barg,pre_failure,1
2025-01-01T00:12:00,C-201,PT-201D,8.8184,pressure,barg,pre_failure,1
2025-01-01T00:12:00,C-201,TT-201S,100,temperature,°C,pre_failure,1
2025-01-01T00:12:00,C-201,TT-201D,116.9899,temperature,°C,pre_failure,1
2025-01-01T00:12:00,C-201,VT-201DE,3.1241,vibration,mm/s,pre_failure,1
2025-01-01T00:12:00,C-201,VT-201NDE,1.8214,vibration,mm/s,pre_failure,1
2025-01-01T00:12:00,C-201,ST-201,11509.886,speed,RPM,pre_failure,1
2025-01-01T00:12:00,C-201,TT-201B1,120.0394,temperature,°C,pre_failure,1
2025-01-01T00:12:00,C-201,TT-201B2,119.3993,temperature,°C,pre_failure,1
